-60.0, -60.0, 0.0, Left Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 21,
-20.0, 40.0, 30.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-20.0, 40.0, 40.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 8,
-20.0, 50.0, -20.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 11,
-20.0, 50.0, -10.0, Left Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
-20.0, 50.0, 0.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-20.0, 50.0, 10.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-20.0, 50.0, 20.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-20.0, 50.0, 30.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-20.0, 50.0, 40.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, *, *,
-20.0, 60.0, -20.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 11,
-20.0, 60.0, -10.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-20.0, 60.0, 0.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-20.0, 60.0, 10.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-20.0, 60.0, 20.0, Left Cerebrum, Frontal Lobe, Middle Frontal Gyrus, *, *,
-10.0, -80.0, -30.0, Left Cerebellum, Posterior Lobe, Pyramis, Gray Matter, *,
-10.0, -80.0, -20.0, Left Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
-10.0, -80.0, -10.0, Left Cerebrum, Occipital Lobe, Lingual Gyrus, Gray Matter, Brodmann area 18,
-10.0, -80.0, 0.0, Left Cerebrum, Occipital Lobe, Lingual Gyrus, White Matter, *,
-10.0, -80.0, 10.0, Left Cerebrum, Occipital Lobe, Cuneus, Gray Matter, Brodmann area 17,
-10.0, -80.0, 20.0, Left Cerebrum, Occipital Lobe, Cuneus, White Matter, *,
-10.0, -80.0, 30.0, Left Cerebrum, Occipital Lobe, Cuneus, White Matter, *,
-10.0, -80.0, 40.0, Left Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 19,
-10.0, -70.0, -40.0, Left Cerebellum, Posterior Lobe, Inferior Semi-Lunar Lobule, Gray Matter, *,
-10.0, -70.0, -30.0, Left Cerebellum, Posterior Lobe, Pyramis, Gray Matter, *,
-10.0, -70.0, -20.0, Left Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
-10.0, -70.0, -10.0, Left Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
-10.0, -70.0, 0.0, Left Cerebrum, Occipital Lobe, Lingual Gyrus, Gray Matter, Brodmann area 18,
-10.0, -70.0, 10.0, Left Cerebrum, Occipital Lobe, Cuneus, Gray Matter, Brodmann area 30,
-10.0, -70.0, 20.0, Left Cerebrum, Occipital Lobe, Cuneus, Gray Matter, Brodmann area 18,
-10.0, -70.0, 30.0, Left Cerebrum, Occipital Lobe, Cuneus, White Matter, *,
-10.0, -70.0, 40.0, Left Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
-10.0, -70.0, 50.0, Left Cerebrum, Parietal Lobe, Precuneus, White Matter, *,
-10.0, -60.0, -40.0, Left Cerebellum, Posterior Lobe, Inferior Semi-Lunar Lobule, Gray Matter, *,
-10.0, -60.0, -30.0, Left Cerebellum, Anterior Lobe, Nodule, Gray Matter, *,
-10.0, -60.0, -20.0, Left Cerebellum, Anterior Lobe, Fastigium, Gray Matter, *,
-10.0, -60.0, -10.0, Left Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
-10.0, -60.0, 0.0, Left Cerebrum, Occipital Lobe, Lingual Gyrus, Gray Matter, Brodmann area 19,
-10.0, -60.0, 10.0, Left Cerebrum, Limbic Lobe, Posterior Cingulate, White Matter, *,
-10.0, -60.0, 20.0, Left Cerebrum, Occipital Lobe, Precuneus, White Matter, *,
-10.0, -60.0, 30.0, Left Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
-10.0, -60.0, 40.0, Left Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
-10.0, -60.0, 50.0, Left Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
-10.0, -60.0, 60.0, Left Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
-10.0, -50.0, -40.0, Left Cerebellum, Posterior Lobe, Cerebellar Tonsil, Gray Matter, *,
-10.0, -50.0, -30.0, Left Cerebellum, Anterior Lobe, Nodule, Gray Matter, *,
-10.0, -50.0, -20.0, Left Cerebellum, Anterior Lobe, Fastigium, Gray Matter, *,
-10.0, -50.0, -10.0, Left Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
-10.0, -50.0, 0.0, Left Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
-10.0, -50.0, 10.0, Left Cerebrum, Limbic Lobe, Posterior Cingulate, White Matter, *,
-10.0, -50.0, 20.0, Left Cerebrum, Limbic Lobe, Posterior Cingulate, White Matter, *,
-10.0, -50.0, 30.0, Left Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 31,
-10.0, -50.0, 40.0, Left Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
-10.0, -50.0, 50.0, Left Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
-10.0, -50.0, 60.0, Left Cerebrum, Parietal Lobe, Precuneus, White Matter, *,
-10.0, -40.0, -30.0, Left Brainstem, Pons, *, *, *,
-10.0, -40.0, -20.0, Left Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
-10.0, -40.0, -10.0, Left Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
-10.0, -40.0, 0.0, Left Cerebrum, Limbic Lobe, Parahippocampal Gyrus, Gray Matter, Brodmann area 30,
-10.0, -40.0, 10.0, Left Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, Corpus Callosum,
-10.0, -40.0, 20.0, Left Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, Corpus Callosum,
-10.0, -40.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
-10.0, -40.0, 40.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
-10.0, -40.0, 50.0, Left Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
-10.0, -40.0, 60.0, Left Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
-10.0, -30.0, -30.0, Left Brainstem, Pons, *, *, *,
-10.0, -30.0, -20.0, Left Brainstem, Pons, *, *, *,
-10.0, -30.0, -10.0, Left Brainstem, Midbrain, *, *, *,
-10.0, -30.0, 10.0, Left Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
-10.0, -30.0, 20.0, Left Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, Corpus Callosum,
-10.0, -30.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
-10.0, -30.0, 40.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
-10.0, -30.0, 50.0, Left Cerebrum, Frontal Lobe, Paracentral Lobule, White Matter, *,
-10.0, -30.0, 60.0, Left Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
-10.0, -20.0, -30.0, Left Brainstem, Pons, *, *, *,
-10.0, -20.0, -20.0, Left Brainstem, Pons, *, *, *,
-10.0, -20.0, -10.0, Left Brainstem, Midbrain, *, Gray Matter, Substania Nigra,
-10.0, -20.0, 0.0, Left Cerebrum, Sub-lobar, Thalamus, Gray Matter, Mammillary Body,
-10.0, -20.0, 10.0, Left Cerebrum, Sub-lobar, Thalamus, Gray Matter, Medial Dorsal Nucleus,
-10.0, -20.0, 20.0, Left Cerebrum, Sub-lobar, Lateral Ventricle, Cerebro-Spinal Fluid, *,
-10.0, -20.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
-10.0, -20.0, 40.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, *, *,
-10.0, -20.0, 50.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, -20.0, 60.0, Left Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
-10.0, -10.0, -10.0, Left Brainstem, Midbrain, *, *, *,
-10.0, -10.0, 0.0, Left Cerebrum, Sub-lobar, Thalamus, Gray Matter, *,
-10.0, -10.0, 10.0, Left Cerebrum, Sub-lobar, Thalamus, Gray Matter, Ventral Lateral Nucleus,
-10.0, -10.0, 20.0, Left Cerebrum, Sub-lobar, Lateral Ventricle, Cerebro-Spinal Fluid, *,
-10.0, -10.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
-10.0, -10.0, 40.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, Gray Matter, Brodmann area 24,
-10.0, -10.0, 50.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, Gray Matter, Brodmann area 6,
-10.0, -10.0, 60.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, 0.0, -10.0, Left Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
-10.0, 0.0, 0.0, Left Cerebrum, Sub-lobar, Lentiform Nucleus, Gray Matter, Medial Globus Pallidus,
-10.0, 0.0, 10.0, Left Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
-10.0, 0.0, 20.0, Left Cerebrum, Sub-lobar, Caudate, Gray Matter, Caudate Body,
-10.0, 0.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
-10.0, 0.0, 40.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
-10.0, 0.0, 50.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, 0.0, 60.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, 10.0, -10.0, Left Cerebrum, Sub-lobar, *, Gray Matter, *,
-10.0, 10.0, 0.0, Left Cerebrum, Sub-lobar, Caudate, Gray Matter, Caudate Head,
-10.0, 10.0, 10.0, Left Cerebrum, Sub-lobar, Caudate, Gray Matter, Caudate Body,
-10.0, 10.0, 20.0, Left Cerebrum, Sub-lobar, Lateral Ventricle, Cerebro-Spinal Fluid, *,
-10.0, 10.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
-10.0, 10.0, 40.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
-10.0, 10.0, 50.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 6,
-10.0, 10.0, 60.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-10.0, 20.0, -20.0, Left Cerebrum, Frontal Lobe, Rectal Gyrus, Gray Matter, Brodmann area 11,
-10.0, 20.0, -10.0, Left Cerebrum, Limbic Lobe, Anterior Cingulate, White Matter, *,
-10.0, 20.0, 0.0, Left Cerebrum, Sub-lobar, Caudate, Gray Matter, Caudate Head,
-10.0, 20.0, 10.0, Left Cerebrum, Sub-lobar, Lateral Ventricle, Cerebro-Spinal Fluid, *,
-10.0, 20.0, 20.0, Left Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, Corpus Callosum,
-10.0, 20.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
-10.0, 20.0, 40.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, Gray Matter, Brodmann area 32,
-10.0, 20.0, 50.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-10.0, 20.0, 60.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, *, *,
-10.0, 30.0, -20.0, Left Cerebrum, Frontal Lobe, Rectal Gyrus, Gray Matter, Brodmann area 11,
-10.0, 30.0, -10.0, Left Cerebrum, Limbic Lobe, Anterior Cingulate, White Matter, *,
-10.0, 30.0, 0.0, Left Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, Corpus Callosum,
-10.0, 30.0, 10.0, Left Cerebrum, Limbic Lobe, Anterior Cingulate, White Matter, *,
-10.0, 30.0, 20.0, Left Cerebrum, Limbic Lobe, Anterior Cingulate, White Matter, *,
-10.0, 30.0, 30.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, 30.0, 40.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, Gray Matter, Brodmann area 8,
-10.0, 30.0, 50.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-10.0, 40.0, -30.0, Left Cerebrum, Frontal Lobe, Orbital Gyrus, Gray Matter, Brodmann area 11,
-10.0, 40.0, -20.0, Left Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
-10.0, 40.0, -10.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, 40.0, 0.0, Left Cerebrum, Limbic Lobe, Anterior Cingulate, Gray Matter, *,
-10.0, 40.0, 10.0, Left Cerebrum, Limbic Lobe, Anterior Cingulate, Gray Matter, Brodmann area 32,
-10.0, 40.0, 20.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, Gray Matter, Brodmann area 9,
-10.0, 40.0, 30.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, 40.0, 40.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, 40.0, 50.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 8,
-10.0, 50.0, -20.0, Left Cerebrum, Frontal Lobe, Orbital Gyrus, White Matter, *,
-10.0, 50.0, -10.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, 50.0, 0.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, Gray Matter, Brodmann area 10,
-10.0, 50.0, 10.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, 50.0, 20.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, 50.0, 30.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-10.0, 50.0, 40.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 8,
-10.0, 60.0, -20.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 11,
-10.0, 60.0, -10.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-10.0, 60.0, 0.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, 60.0, 10.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
-10.0, 60.0, 20.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
-10.0, 60.0, 30.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 9,
0.0, -80.0, -30.0, Left Cerebellum, *, *, Gray Matter, *,
0.0, -80.0, -20.0, Right Cerebellum, *, *, Gray Matter, *,
0.0, -80.0, 0.0, Inter-Hemispheric, *, *, *, *,
0.0, -80.0, 10.0, Inter-Hemispheric, *, *, *, *,
0.0, -80.0, 20.0, Left Cerebrum, Occipital Lobe, Cuneus, *, *,
0.0, -80.0, 30.0, Left Cerebrum, Occipital Lobe, *, *, *,
0.0, -80.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, -70.0, -30.0, Left Cerebellum, Posterior Lobe, Pyramis of Vermis, Gray Matter, *,
0.0, -70.0, -20.0, Right Cerebellum, Posterior Lobe, Declive of Vermis, Gray Matter, *,
0.0, -70.0, -10.0, Left Cerebellum, Posterior Lobe, Declive of Vermis, Gray Matter, *,
0.0, -70.0, 0.0, Inter-Hemispheric, *, *, *, *,
0.0, -70.0, 10.0, Inter-Hemispheric, *, *, *, *,
0.0, -70.0, 20.0, Left Cerebrum, Occipital Lobe, Cuneus, *, *,
0.0, -70.0, 30.0, Left Cerebrum, Occipital Lobe, *, *, *,
0.0, -70.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, -70.0, 50.0, Inter-Hemispheric, *, *, *, *,
0.0, -60.0, -30.0, Right Cerebellum, Anterior Lobe, Nodule, Gray Matter, *,
0.0, -60.0, -20.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
0.0, -60.0, -10.0, Left Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
0.0, -60.0, 0.0, Left Cerebellum, Anterior Lobe, Culmen of Vermis, Gray Matter, *,
0.0, -60.0, 10.0, Inter-Hemispheric, *, *, *, *,
0.0, -60.0, 20.0, Left Cerebrum, Occipital Lobe, Precuneus, *, *,
0.0, -60.0, 30.0, Left Cerebrum, Parietal Lobe, Precuneus, *, *,
0.0, -60.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, -60.0, 50.0, Inter-Hemispheric, *, *, *, *,
0.0, -60.0, 60.0, Inter-Hemispheric, *, *, *, *,
0.0, -50.0, -30.0, Right Cerebellum, Anterior Lobe, Nodule, Gray Matter, *,
0.0, -50.0, -20.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
0.0, -50.0, -10.0, Left Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
0.0, -50.0, 0.0, Left Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
0.0, -50.0, 10.0, Inter-Hemispheric, *, *, *, *,
0.0, -50.0, 20.0, Left Cerebrum, Limbic Lobe, Posterior Cingulate, *, *,
0.0, -50.0, 30.0, Left Cerebrum, Parietal Lobe, Precuneus, *, *,
0.0, -50.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, -50.0, 50.0, Left Cerebrum, Parietal Lobe, Precuneus, *, *,
0.0, -50.0, 60.0, Inter-Hemispheric, *, *, *, *,
0.0, -40.0, -40.0, Left Brainstem, Medulla, *, *, *,
0.0, -40.0, -30.0, Right Brainstem, Pons, *, *, *,
0.0, -40.0, -20.0, Right Cerebellum, Sub-lobar, Fourth Ventricle, Cerebro-Spinal Fluid, *,
0.0, -40.0, -10.0, Left Cerebellum, Anterior Lobe, Cerebellar Lingual, Gray Matter, *,
0.0, -40.0, 10.0, Inter-Hemispheric, *, *, White Matter, Corpus Callosum,
0.0, -40.0, 20.0, Inter-Hemispheric, *, *, *, *,
0.0, -40.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, *, *,
0.0, -40.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, -40.0, 50.0, Left Cerebrum, Frontal Lobe, Paracentral Lobule, *, *,
0.0, -40.0, 60.0, Left Cerebrum, Frontal Lobe, Paracentral Lobule, *, *,
0.0, -30.0, -30.0, Right Brainstem, Pons, *, *, *,
0.0, -30.0, -20.0, Right Brainstem, Pons, *, *, *,
0.0, -30.0, -10.0, Left Brainstem, Midbrain, *, *, *,
0.0, -30.0, 0.0, Left Brainstem, Midbrain, *, *, *,
0.0, -30.0, 10.0, Inter-Hemispheric, *, *, White Matter, Corpus Callosum,
0.0, -30.0, 20.0, Inter-Hemispheric, *, *, White Matter, Corpus Callosum,
0.0, -30.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, *, *,
0.0, -30.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, -30.0, 50.0, Left Cerebrum, Frontal Lobe, Paracentral Lobule, *, *,
0.0, -30.0, 60.0, Left Cerebrum, Frontal Lobe, Paracentral Lobule, *, *,
0.0, -20.0, -30.0, Right Brainstem, Pons, *, *, *,
0.0, -20.0, -20.0, Right Brainstem, Pons, *, *, *,
0.0, -20.0, -10.0, Left Brainstem, Midbrain, *, *, *,
0.0, -20.0, 0.0, Right Cerebrum, Sub-lobar, Third Ventricle, Cerebro-Spinal Fluid, *,
0.0, -20.0, 10.0, Inter-Hemispheric, *, *, *, *,
0.0, -20.0, 20.0, Inter-Hemispheric, *, *, White Matter, Corpus Callosum,
0.0, -20.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, *, *,
0.0, -20.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, -20.0, 50.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, *, *,
0.0, -20.0, 60.0, Inter-Hemispheric, *, *, *, *,
0.0, -10.0, -10.0, Left Brainstem, Midbrain, *, *, *,
0.0, -10.0, 0.0, Right Cerebrum, Sub-lobar, Third Ventricle, Cerebro-Spinal Fluid, *,
0.0, -10.0, 10.0, Inter-Hemispheric, *, *, *, *,
0.0, -10.0, 20.0, Inter-Hemispheric, *, *, White Matter, Corpus Callosum,
0.0, -10.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, *, *,
0.0, -10.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, -10.0, 50.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, *, *,
0.0, -10.0, 60.0, Inter-Hemispheric, *, *, *, *,
0.0, 0.0, -10.0, Right Cerebrum, Sub-lobar, Third Ventricle, Cerebro-Spinal Fluid, *,
0.0, 0.0, 0.0, Inter-Hemispheric, *, *, *, *,
0.0, 0.0, 10.0, Inter-Hemispheric, *, *, *, *,
0.0, 0.0, 20.0, Inter-Hemispheric, *, *, White Matter, Corpus Callosum,
0.0, 0.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, *, *,
0.0, 0.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, 0.0, 50.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, *, *,
0.0, 0.0, 60.0, Inter-Hemispheric, *, *, *, *,
0.0, 10.0, -10.0, Left Cerebrum, Limbic Lobe, Anterior Cingulate, *, *,
0.0, 10.0, 0.0, Inter-Hemispheric, *, *, *, *,
0.0, 10.0, 10.0, Inter-Hemispheric, *, *, *, *,
0.0, 10.0, 20.0, Inter-Hemispheric, *, *, White Matter, Corpus Callosum,
0.0, 10.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, *, *,
0.0, 10.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, 10.0, 50.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, *, *,
0.0, 10.0, 60.0, Inter-Hemispheric, *, *, *, *,
0.0, 20.0, -20.0, Inter-Hemispheric, *, *, *, *,
0.0, 20.0, -10.0, Left Cerebrum, Limbic Lobe, Anterior Cingulate, *, *,
0.0, 20.0, 0.0, Inter-Hemispheric, *, *, *, *,
0.0, 20.0, 10.0, Inter-Hemispheric, *, *, White Matter, Corpus Callosum,
0.0, 20.0, 20.0, Inter-Hemispheric, *, *, *, *,
0.0, 20.0, 30.0, Left Cerebrum, Limbic Lobe, Cingulate Gyrus, *, *,
0.0, 20.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, 20.0, 50.0, Left Cerebrum, Frontal Lobe, Superior Frontal Gyrus, *, *,
0.0, 20.0, 60.0, Inter-Hemispheric, *, *, *, *,
0.0, 30.0, -20.0, Inter-Hemispheric, *, *, *, *,
0.0, 30.0, -10.0, Inter-Hemispheric, *, *, *, *,
0.0, 30.0, 0.0, Inter-Hemispheric, *, *, *, *,
0.0, 30.0, 10.0, Inter-Hemispheric, *, *, *, *,
0.0, 30.0, 20.0, Left Cerebrum, Limbic Lobe, Anterior Cingulate, *, *,
0.0, 30.0, 30.0, Left Cerebrum, Frontal Lobe, *, *, *,
0.0, 30.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, 30.0, 50.0, Inter-Hemispheric, *, *, *, *,
0.0, 40.0, -30.0, Inter-Hemispheric, *, *, *, *,
0.0, 40.0, -20.0, Inter-Hemispheric, *, *, *, *,
0.0, 40.0, -10.0, Inter-Hemispheric, *, *, *, *,
0.0, 40.0, 0.0, Inter-Hemispheric, *, *, *, *,
0.0, 40.0, 10.0, Inter-Hemispheric, *, *, *, *,
0.0, 40.0, 20.0, Left Cerebrum, Frontal Lobe, Medial Frontal Gyrus, *, *,
0.0, 40.0, 30.0, Left Cerebrum, Frontal Lobe, *, *, *,
0.0, 40.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, 40.0, 50.0, Inter-Hemispheric, *, *, *, *,
0.0, 50.0, -20.0, Inter-Hemispheric, *, *, *, *,
0.0, 50.0, -10.0, Inter-Hemispheric, *, *, *, *,
0.0, 50.0, 0.0, Inter-Hemispheric, *, *, *, *,
0.0, 50.0, 10.0, Inter-Hemispheric, *, *, *, *,
0.0, 50.0, 20.0, Inter-Hemispheric, *, *, *, *,
0.0, 50.0, 30.0, Inter-Hemispheric, *, *, *, *,
0.0, 50.0, 40.0, Inter-Hemispheric, *, *, *, *,
0.0, 60.0, -20.0, Inter-Hemispheric, *, *, *, *,
0.0, 60.0, -10.0, Inter-Hemispheric, *, *, *, *,
0.0, 60.0, 0.0, Inter-Hemispheric, *, *, *, *,
0.0, 60.0, 10.0, Inter-Hemispheric, *, *, *, *,
0.0, 60.0, 20.0, Inter-Hemispheric, *, *, *, *,
0.0, 60.0, 30.0, Inter-Hemispheric, *, *, *, *,
10.0, -80.0, -30.0, Right Cerebellum, Posterior Lobe, Pyramis, Gray Matter, *,
10.0, -80.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
10.0, -80.0, -10.0, Right Cerebrum, Occipital Lobe, Lingual Gyrus, Gray Matter, Brodmann area 18,
10.0, -80.0, 0.0, Right Cerebrum, Occipital Lobe, Lingual Gyrus, White Matter, *,
10.0, -80.0, 10.0, Right Cerebrum, Occipital Lobe, Cuneus, Gray Matter, Brodmann area 17,
10.0, -80.0, 20.0, Right Cerebrum, Occipital Lobe, Cuneus, White Matter, *,
10.0, -80.0, 30.0, Right Cerebrum, Occipital Lobe, Cuneus, White Matter, *,
10.0, -80.0, 40.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 19,
10.0, -70.0, -40.0, Right Cerebellum, Posterior Lobe, Inferior Semi-Lunar Lobule, Gray Matter, *,
10.0, -70.0, -30.0, Right Cerebellum, Posterior Lobe, Pyramis, Gray Matter, *,
10.0, -70.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
10.0, -70.0, -10.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
10.0, -70.0, 0.0, Right Cerebrum, Occipital Lobe, Lingual Gyrus, Gray Matter, Brodmann area 18,
10.0, -70.0, 10.0, Right Cerebrum, Occipital Lobe, Cuneus, Gray Matter, Brodmann area 30,
10.0, -70.0, 20.0, Right Cerebrum, Occipital Lobe, Cuneus, *, *,
10.0, -70.0, 30.0, Right Cerebrum, Occipital Lobe, Cuneus, White Matter, *,
10.0, -70.0, 40.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
10.0, -70.0, 50.0, Right Cerebrum, Parietal Lobe, Precuneus, White Matter, *,
10.0, -60.0, -40.0, Right Cerebellum, Posterior Lobe, Inferior Semi-Lunar Lobule, Gray Matter, *,
10.0, -60.0, -30.0, Right Cerebellum, Anterior Lobe, Nodule, Gray Matter, *,
